college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,academic_score,total_skills,experience_score
Tier 3,5.98,3,0,2,2,1,0,0,1,40.6,Junior Developer,4.76,1,4,0.3249,1,13.0
Tier 2,7.36,0,2,0,1,3,2,1,2,66.2,Junior Developer,8.66,2,4,0.6085,10,8.5
Tier 1,6.32,1,2,0,0,2,0,1,1,40.5,Web Developer,8.37,3,7,0.3583,3,9.0
Tier 2,6.08,2,2,1,3,1,1,0,1,43.1,Data Analyst,11.02,2,1,0.3491,4,15.5
Tier 2,7.38,1,2,0,0,1,0,0,2,50.3,Junior Developer,7.27,2,4,0.5201,2,8.0
Tier 2,6.48,1,3,2,0,3,0,2,2,50.4,Software Engineer,7.65,2,6,0.4306,6,12.0
Tier 3,6.73,0,1,1,2,2,0,1,0,29.6,Backend Developer,6.01,1,0,0.3373,2,7.0
Tier 1,7.92,1,2,2,1,3,0,1,2,61.7,DevOps Engineer,10.87,3,3,0.6389,4,11.5
Tier 3,6.73,2,5,0,1,2,3,0,0,47.8,Software Engineer,9.84,1,6,0.4409,9,19.5
Tier 3,6.29,0,3,0,1,2,0,1,1,49.7,Web Developer,7.27,1,7,0.4077,3,9.5
Tier 2,7.23,1,3,0,2,1,0,2,0,54.7,Backend Developer,10.37,2,0,0.5301,4,13.0
Tier 3,6.85,0,1,0,1,2,1,2,2,53.5,Junior Developer,8.86,1,4,0.4853,9,5.5
Tier 2,6.27,2,3,3,3,0,0,1,0,45.9,Backend Developer,7.82,2,0,0.384,2,16.5
Tier 2,7.52,0,1,1,1,6,1,2,1,44.9,Web Developer,15.52,2,7,0.5034,8,9.5
Tier 2,5.99,0,2,0,2,0,2,0,1,46.3,Junior Developer,6.29,2,4,0.3583,7,7.0
Tier 3,6.8,1,0,4,2,2,0,1,2,51.2,Backend Developer,5.19,1,0,0.4672,4,8.0
Tier 2,4.87,0,1,0,0,0,0,1,2,29.7,Junior Developer,3.39,2,4,0.1519,4,2.0
Tier 3,6.52,1,3,0,2,4,2,1,2,52.7,Junior Developer,8.82,1,4,0.4477,10,16.0
Tier 1,8.64,2,4,0,0,1,0,1,0,53.9,Web Developer,10.14,3,7,0.6666,2,15.0
Tier 2,6.85,1,0,1,1,2,2,0,3,58.5,DevOps Engineer,9.8,2,3,0.5137,9,6.5
Tier 1,6.25,5,2,0,2,2,1,0,1,50.7,Junior Developer,8.15,3,4,0.4094,4,24.0
Tier 2,8.41,0,3,0,0,0,0,1,1,58.6,DevOps Engineer,10.3,2,3,0.6703,3,6.0
Tier 3,4.22,0,3,1,2,1,1,0,1,29.8,Junior Developer,4.62,1,4,0.0874,4,10.0
Tier 2,6.45,1,3,0,1,2,2,1,0,51.7,Backend Developer,10.45,2,0,0.435,8,12.5
Tier 2,6.87,0,3,2,0,2,0,1,0,49.5,Backend Developer,7.63,2,0,0.4645,2,8.0
Tier 2,5.68,1,1,0,0,4,1,1,1,50.1,Web Developer,5.99,2,7,0.3489,6,9.0
Tier 2,7.12,3,3,1,0,6,0,1,0,49.1,Backend Developer,10.47,2,0,0.4872,2,21.0
Tier 1,8.32,3,1,0,1,1,1,0,0,62.8,Data Scientist,24.02,3,2,0.6852,3,13.5
Tier 3,6.25,0,1,1,1,3,1,1,1,53.8,Web Developer,10.13,1,7,0.427,6,6.5
Tier 2,9.17,0,1,2,2,1,1,2,2,80.5,DevOps Engineer,20.32,2,3,0.8709,9,6.0
Tier 2,5.47,0,2,2,0,3,1,2,1,54.2,Junior Developer,4.87,2,4,0.3513,8,7.0
Tier 3,5.65,1,4,1,2,0,0,2,1,36.1,Junior Developer,4.48,1,4,0.2663,5,14.0
Tier 2,8.22,2,4,2,1,2,2,1,1,63.2,ML Engineer,24.37,2,5,0.6775,9,17.5
Tier 3,5.09,0,0,0,3,2,0,0,1,32.6,Junior Developer,3.62,1,4,0.1904,1,6.5
Tier 1,7.8,2,0,1,0,0,1,0,1,48.0,Data Scientist,16.15,3,2,0.549,4,6.0
Tier 2,7.65,4,2,0,4,1,1,2,1,60.7,Backend Developer,15.62,2,0,0.6063,8,23.0
Tier 2,5.91,0,3,1,1,2,0,0,3,45.0,Junior Developer,4.67,2,4,0.3429,3,9.5
Tier 3,5.37,0,2,1,1,2,3,1,0,45.4,Junior Developer,4.73,1,4,0.2912,11,7.5
Tier 2,8.32,0,2,1,2,2,0,2,1,47.6,Web Developer,11.02,2,7,0.5987,5,9.0
Tier 2,8.58,0,1,1,1,3,2,3,1,68.0,Backend Developer,17.63,2,0,0.7408,13,6.5
Tier 3,6.51,0,0,1,0,1,1,1,3,50.0,Backend Developer,8.78,1,0,0.4314,8,1.0
Tier 3,6.46,2,4,1,2,1,2,0,3,51.9,Junior Developer,8.42,1,4,0.4372,9,18.0
Tier 2,5.9,2,2,0,1,4,0,0,1,53.9,Junior Developer,4.74,2,4,0.3926,1,15.5
Tier 2,8.06,0,4,0,1,2,1,0,0,47.8,Data Scientist,18.0,2,2,0.5739,3,11.5
Tier 2,7.51,2,2,0,2,4,0,2,0,51.4,Backend Developer,10.51,2,0,0.5393,4,17.0
Tier 3,7.93,0,3,1,2,0,1,1,3,56.0,Backend Developer,13.92,1,0,0.6075,8,9.0
Tier 3,6.88,2,2,1,4,1,0,1,1,49.4,Junior Developer,8.51,1,4,0.465,3,17.0
Tier 2,8.67,0,4,1,0,3,1,0,1,61.5,Data Analyst,13.39,2,1,0.7128,4,11.0
Tier 2,5.47,1,1,1,0,2,0,1,1,42.5,Junior Developer,3.15,2,4,0.2847,3,7.0
Tier 2,8.0,2,4,0,4,3,0,2,3,64.2,Web Developer,10.55,2,7,0.6612,7,23.0
Tier 1,6.13,0,1,0,3,2,0,1,2,41.1,Junior Developer,7.77,3,4,0.3427,4,8.5
Tier 1,5.58,2,2,0,4,2,0,0,1,35.9,Junior Developer,4.84,3,4,0.2581,1,18.0
Tier 3,5.99,1,1,1,2,2,0,1,2,44.2,Web Developer,4.93,1,7,0.3464,4,10.0
Tier 3,5.33,4,5,3,0,2,0,0,1,43.3,Junior Developer,3.74,1,4,0.2752,1,24.0
Tier 2,9.24,0,1,0,1,4,3,1,2,79.1,DevOps Engineer,19.84,2,3,0.8699,13,7.5
Tier 2,7.28,0,1,1,0,1,0,5,0,42.6,Backend Developer,10.29,2,0,0.4663,10,3.0
Tier 1,6.65,0,3,0,1,1,0,1,0,50.9,Web Developer,8.09,3,7,0.4505,2,8.5
Tier 2,7.04,1,6,0,1,1,1,2,1,56.9,Backend Developer,15.81,2,0,0.5236,8,17.5
Tier 2,7.34,4,2,1,0,1,1,0,1,63.3,Data Analyst,13.32,2,1,0.59,4,17.0
Tier 2,7.27,1,1,0,1,0,1,2,2,48.2,DevOps Engineer,15.82,2,3,0.4971,9,6.5
Tier 2,6.01,0,0,2,2,2,0,1,0,47.5,Backend Developer,6.72,2,0,0.3671,2,5.0
Tier 2,9.63,1,3,3,3,3,0,1,3,58.2,DevOps Engineer,10.49,2,3,0.79,5,16.5
Tier 2,5.82,0,2,2,2,3,1,1,0,47.1,Junior Developer,6.73,2,4,0.3459,5,10.0
Tier 2,7.48,0,1,0,2,2,0,0,2,50.0,DevOps Engineer,6.49,2,3,0.5284,2,7.0
Tier 3,6.01,0,2,3,1,3,2,0,3,44.1,Software Engineer,9.56,1,6,0.3478,9,8.5
Tier 3,7.69,0,1,0,1,1,0,1,1,54.6,Backend Developer,7.23,1,0,0.5755,3,4.5
Tier 3,7.06,1,0,1,2,2,2,2,1,69.6,Software Engineer,15.39,1,6,0.5979,11,8.0
Tier 2,9.07,2,0,2,2,1,0,0,2,58.7,Backend Developer,7.02,2,0,0.7369,2,10.0
Tier 3,5.69,2,4,0,2,1,0,0,1,38.2,Junior Developer,5.15,1,4,0.2822,1,18.0
Tier 2,7.44,0,4,0,1,3,1,0,3,43.9,Data Analyst,12.75,2,1,0.4897,6,12.5
Tier 1,7.08,1,2,1,2,2,1,0,0,61.1,Junior Developer,8.51,3,4,0.5515,3,12.0
Tier 3,7.47,1,1,0,6,1,2,1,1,62.7,DevOps Engineer,16.08,1,3,0.5996,9,15.0
Tier 1,5.68,0,0,0,4,1,1,2,1,35.3,Junior Developer,5.7,3,4,0.2647,8,7.0
Tier 3,7.24,0,2,1,1,4,1,2,2,62.5,Junior Developer,9.22,1,4,0.5755,9,9.5
Tier 2,7.57,0,0,0,2,3,1,2,2,55.6,DevOps Engineer,15.81,2,3,0.5692,9,6.0
Tier 2,5.79,0,0,0,0,1,0,0,1,45.1,Junior Developer,4.52,2,4,0.3315,1,1.0
Tier 1,4.62,1,4,1,0,3,1,0,1,35.5,Junior Developer,4.67,3,4,0.1599,4,14.0
Tier 3,8.86,1,2,0,1,1,0,0,1,53.2,Backend Developer,6.41,1,0,0.6846,1,9.5
Tier 1,7.13,3,5,0,1,3,1,1,1,50.6,Data Analyst,13.37,3,1,0.4968,6,23.5
Tier 1,8.82,1,0,1,2,3,3,1,1,84.7,ML Engineer,23.96,3,5,0.8598,12,9.0
Tier 3,7.78,0,1,0,0,3,0,1,1,50.3,DevOps Engineer,7.69,1,3,0.5601,3,5.0
Tier 2,7.43,1,3,0,3,1,1,1,2,47.3,Backend Developer,15.51,2,0,0.508,7,14.5
Tier 3,7.77,0,3,0,1,3,1,3,1,52.6,Backend Developer,15.69,1,0,0.5722,10,10.5
Tier 2,7.11,0,2,0,1,0,1,2,0,58.8,DevOps Engineer,15.98,2,3,0.5414,7,5.5
Tier 3,6.99,0,2,1,2,1,1,0,0,59.7,Junior Developer,8.79,1,4,0.5346,3,8.0
Tier 3,7.43,0,4,1,2,3,0,3,2,48.1,Web Developer,10.77,1,7,0.5126,8,14.0
Tier 3,7.13,0,1,0,2,2,0,2,1,59.3,DevOps Engineer,9.31,1,3,0.5463,5,7.0
Tier 3,7.78,3,2,0,0,1,2,0,0,64.5,Data Scientist,15.93,1,2,0.6409,6,14.0
Tier 2,6.82,1,1,1,0,4,1,4,0,49.3,DevOps Engineer,10.12,2,3,0.4584,11,9.0
Tier 3,6.95,0,3,2,2,5,2,2,1,50.7,Data Analyst,10.15,1,1,0.4794,11,14.0
Tier 2,8.82,1,4,2,0,2,1,2,3,50.7,Backend Developer,17.53,2,0,0.6664,10,13.0
Tier 1,6.99,2,3,2,0,1,0,0,1,52.8,Data Analyst,6.66,3,1,0.4953,1,13.0
Tier 3,8.34,1,0,0,2,1,0,1,1,51.2,Backend Developer,8.17,1,0,0.6212,3,7.0
Tier 1,7.27,0,1,1,1,0,1,1,2,48.8,Software Engineer,16.28,3,6,0.5005,7,3.5
Tier 3,7.89,1,2,2,0,1,1,0,2,55.3,Data Scientist,11.36,1,2,0.5995,5,8.0
Tier 2,7.14,3,1,1,2,2,0,0,2,57.2,Data Analyst,5.94,2,1,0.5353,2,16.0
Tier 3,5.63,2,0,0,4,1,0,1,2,39.2,Junior Developer,4.28,1,4,0.2819,4,13.0
Tier 2,6.84,0,2,0,2,2,1,1,2,48.5,Data Analyst,10.29,2,1,0.4558,7,9.0
Tier 3,7.67,1,2,0,1,1,1,4,0,63.0,Software Engineer,16.51,1,6,0.6213,11,9.5
Tier 3,5.76,2,1,3,1,3,0,0,1,42.7,Junior Developer,4.64,1,4,0.3148,1,12.5
Tier 3,6.33,1,2,1,0,1,1,1,1,40.1,Software Engineer,9.52,1,6,0.357,6,8.0
Tier 2,7.27,2,1,0,4,0,1,3,0,56.3,Backend Developer,16.52,2,0,0.5432,9,14.0
Tier 2,6.33,0,0,2,0,5,1,1,2,46.1,Web Developer,9.98,2,7,0.3912,7,5.0
Tier 1,4.79,1,2,2,0,1,1,1,1,29.8,Junior Developer,4.87,3,4,0.1444,6,8.0
Tier 3,6.39,1,2,0,2,0,0,0,1,50.4,Junior Developer,6.2,1,4,0.4216,1,10.0
Tier 3,7.14,0,6,1,5,2,0,2,0,54.0,Web Developer,9.28,1,7,0.5171,4,21.5
Tier 2,9.37,1,5,0,0,4,1,0,1,64.7,DevOps Engineer,19.48,2,3,0.801,4,17.0
Tier 3,7.07,2,5,1,0,4,2,1,0,60.0,Data Scientist,15.86,1,2,0.5443,8,20.0
Tier 2,10.0,0,1,0,1,1,2,2,1,84.6,Backend Developer,17.84,2,0,0.9772,11,4.5
Tier 3,6.88,2,1,0,3,4,1,2,0,59.6,Software Engineer,9.88,1,6,0.523,7,16.5
Tier 3,6.77,1,3,2,1,1,0,1,0,47.2,Backend Developer,6.07,1,0,0.4414,2,11.5
Tier 3,5.27,1,3,2,2,2,1,2,1,34.5,Junior Developer,5.08,1,4,0.2192,8,14.0
Tier 3,8.01,0,4,0,2,2,2,2,0,65.8,Data Scientist,18.38,1,2,0.6713,10,13.0
Tier 3,6.58,0,1,2,1,2,0,2,1,44.3,Data Analyst,6.08,1,1,0.4059,5,5.5
Tier 2,8.39,3,3,0,3,1,2,0,2,70.4,Data Analyst,13.75,2,1,0.7354,8,20.5
Tier 3,6.54,0,2,1,1,4,0,2,0,40.3,Backend Developer,7.44,1,0,0.3792,4,9.5
Tier 1,8.79,2,4,0,0,5,0,3,2,62.7,Software Engineer,9.64,3,6,0.7316,8,19.0
Tier 3,7.14,0,2,0,1,0,1,0,4,52.3,Data Analyst,11.2,1,1,0.5075,7,5.5
Tier 1,7.92,0,1,2,2,3,1,2,2,62.2,Backend Developer,15.74,3,0,0.6418,9,8.0
Tier 1,6.58,2,2,1,0,5,1,2,1,54.1,Web Developer,9.88,3,7,0.4617,8,15.0
Tier 1,6.63,0,0,2,1,1,0,1,1,56.5,Backend Developer,7.47,3,0,0.4804,3,2.5
Tier 3,9.1,0,0,0,3,2,1,1,1,69.3,Data Analyst,13.5,1,1,0.8002,6,6.5
Tier 2,4.9,1,2,1,2,1,1,0,0,36.1,Junior Developer,4.99,2,4,0.1913,3,11.0
Tier 3,8.17,0,5,0,1,1,1,1,2,63.9,DevOps Engineer,15.17,1,3,0.6765,7,12.5
Tier 2,5.48,2,1,2,2,1,1,1,0,49.0,Junior Developer,4.65,2,4,0.3227,5,12.0
Tier 2,5.55,1,0,0,1,0,1,0,1,43.5,Junior Developer,5.93,2,4,0.2984,4,4.5
Tier 2,7.28,1,3,1,0,2,1,2,2,46.3,Data Analyst,13.94,2,1,0.4873,9,11.0
Tier 2,5.76,1,5,1,2,6,2,0,0,47.9,Junior Developer,5.79,2,4,0.3444,6,22.0
Tier 3,5.96,1,0,2,1,1,1,0,0,46.0,Junior Developer,6.4,1,4,0.3536,3,5.5
Tier 3,8.97,1,3,0,2,4,1,1,0,67.7,Software Engineer,19.68,1,6,0.7781,5,16.0
Tier 2,6.38,4,0,1,0,3,0,2,2,45.1,Backend Developer,7.93,2,0,0.3905,6,15.0
Tier 1,6.39,1,2,1,5,1,1,0,0,51.3,Junior Developer,8.94,3,4,0.4268,3,15.5
Tier 1,6.14,1,2,0,0,3,0,1,1,47.3,Backend Developer,7.61,3,0,0.379,3,10.0
Tier 3,6.54,2,3,1,1,5,3,1,1,62.4,Backend Developer,10.29,1,0,0.5049,12,18.5
Tier 2,5.59,1,2,0,0,1,0,2,0,47.9,Web Developer,4.7,2,7,0.3274,4,8.0
Tier 3,7.13,0,5,0,4,4,0,0,1,45.6,Data Analyst,6.11,1,1,0.4683,1,20.0
Tier 2,8.9,1,0,0,0,1,1,2,1,55.3,Backend Developer,17.49,2,0,0.7005,8,4.0
Tier 1,6.69,2,3,1,1,1,2,1,0,46.5,Backend Developer,10.29,3,0,0.4295,8,14.5
Tier 2,6.04,1,2,0,5,0,0,0,1,33.3,Junior Developer,6.75,2,4,0.2893,1,14.5
Tier 1,5.67,0,1,0,1,3,2,1,1,59.4,Web Developer,5.74,3,7,0.4009,9,6.5
Tier 2,4.57,0,2,1,3,4,0,2,1,40.3,Junior Developer,3.3,2,4,0.1822,5,12.5
Tier 3,6.55,1,1,1,0,2,0,0,1,50.6,DevOps Engineer,5.36,1,3,0.4388,1,7.0
Tier 2,7.03,0,0,0,3,3,0,2,2,43.7,Backend Developer,10.02,2,0,0.4475,6,7.5
Tier 2,7.27,0,0,0,4,2,1,2,2,62.9,Backend Developer,15.5,2,0,0.5808,9,8.0
Tier 3,5.73,1,2,1,1,2,2,2,0,51.9,Web Developer,6.58,1,7,0.3642,10,10.5
Tier 2,7.47,1,1,1,2,3,1,0,1,53.9,Data Scientist,15.92,2,2,0.5496,4,11.0
Tier 2,5.1,2,3,1,0,3,1,2,0,32.7,Junior Developer,4.71,2,4,0.1919,7,15.0
Tier 2,5.68,0,1,1,1,1,0,1,0,47.2,Junior Developer,4.72,2,4,0.3324,2,4.5
Tier 2,8.22,0,3,0,3,5,1,0,1,64.0,Data Scientist,20.88,2,2,0.682,4,15.5
Tier 3,7.56,0,2,1,2,2,1,1,1,63.1,Data Scientist,12.93,1,2,0.6109,6,9.0
Tier 2,7.63,3,0,0,0,2,0,3,2,52.4,Backend Developer,10.06,2,0,0.557,8,11.0
Tier 3,7.6,2,3,0,0,3,0,2,3,56.3,Data Analyst,10.68,1,1,0.5762,7,15.0
Tier 2,6.61,0,1,1,0,2,0,1,0,51.5,Backend Developer,8.18,2,0,0.4499,2,4.0
Tier 2,8.28,0,1,0,2,5,1,2,1,52.7,ML Engineer,21.33,2,5,0.6237,8,10.0
Tier 2,4.0,2,4,1,0,3,1,1,0,32.3,Junior Developer,4.24,2,4,0.0797,5,17.0
Tier 2,6.46,0,1,0,1,1,2,2,1,52.0,Backend Developer,9.99,2,0,0.4377,11,4.5
Tier 3,7.86,0,4,0,2,1,1,0,2,47.6,Data Analyst,12.67,1,1,0.5527,5,12.0
Tier 2,6.72,2,2,2,0,5,0,1,1,43.6,Software Engineer,8.06,2,6,0.416,3,15.0
Tier 3,6.94,1,3,0,3,2,1,0,1,51.9,Backend Developer,10.06,1,0,0.4852,4,15.5
Tier 3,6.32,2,1,2,1,2,0,2,1,54.5,Web Developer,7.59,1,7,0.438,5,11.5
Tier 2,6.47,2,5,0,0,3,1,0,1,47.3,Junior Developer,9.02,2,4,0.412,4,19.0
Tier 2,6.47,4,0,3,0,0,0,0,1,50.9,Junior Developer,6.17,2,4,0.4325,1,12.0
Tier 2,7.4,1,2,0,2,7,1,2,2,54.8,Junior Developer,8.73,2,4,0.5477,9,17.0
Tier 1,6.64,0,1,1,3,4,0,1,2,42.9,Web Developer,7.84,3,7,0.404,4,10.5
Tier 3,10.0,1,1,1,1,0,0,2,0,78.5,Backend Developer,9.86,1,0,0.9425,4,6.5
Tier 3,7.54,1,2,0,2,2,0,0,1,59.3,Web Developer,6.41,1,7,0.5873,1,12.0
Tier 2,8.53,0,4,0,1,1,1,2,1,69.7,Backend Developer,16.93,2,0,0.7455,8,10.5
Tier 3,8.07,5,3,0,2,1,2,1,1,73.0,ML Engineer,21.43,1,5,0.7182,9,25.0
Tier 2,8.16,0,3,0,1,5,0,3,1,61.9,Backend Developer,10.52,2,0,0.6641,7,12.5
Tier 3,6.09,0,2,0,1,2,1,2,0,52.4,Backend Developer,9.79,1,0,0.403,7,7.5
Tier 2,7.2,1,0,0,1,3,1,1,0,46.3,Data Scientist,15.71,2,2,0.4793,5,7.5
Tier 3,6.47,1,2,1,1,2,0,0,1,40.2,Junior Developer,5.67,1,4,0.3716,1,10.5
Tier 3,7.17,2,3,1,0,0,0,1,1,49.3,DevOps Engineer,8.1,1,3,0.4934,3,12.0
Tier 3,6.7,1,1,2,1,4,2,2,0,55.4,DevOps Engineer,9.78,1,3,0.4811,10,10.5
Tier 1,7.08,1,2,0,0,3,1,3,1,61.3,Web Developer,15.21,3,7,0.5527,10,10.0
Tier 3,6.87,1,4,3,1,3,0,3,1,52.8,Data Analyst,8.06,1,1,0.4833,7,15.5
Tier 3,7.5,1,2,0,3,6,0,0,1,47.4,DevOps Engineer,6.55,1,3,0.5156,1,17.5
Tier 1,8.01,0,3,1,3,3,0,0,1,46.8,DevOps Engineer,6.57,3,3,0.5632,1,13.5
Tier 1,6.75,3,4,0,0,1,0,1,0,46.5,DevOps Engineer,8.1,3,3,0.4355,2,18.0
Tier 1,7.45,1,0,0,2,2,2,2,1,61.9,DevOps Engineer,16.28,3,3,0.5931,11,8.0
Tier 3,6.44,1,1,0,3,1,0,1,3,46.5,Data Analyst,7.9,1,1,0.4045,5,10.5
Tier 3,7.48,0,1,0,1,4,1,0,1,59.2,Data Analyst,11.61,1,1,0.5807,4,7.5
Tier 2,8.33,1,2,0,2,2,0,1,0,55.4,Backend Developer,10.78,2,0,0.6441,2,12.0
Tier 2,7.05,1,0,1,1,0,1,2,2,50.7,Web Developer,15.69,2,7,0.4894,9,4.5
Tier 2,9.56,0,2,2,0,2,0,1,0,66.1,Backend Developer,10.03,2,0,0.828,2,6.0
Tier 2,5.94,3,1,1,2,2,0,0,1,39.0,Junior Developer,5.05,2,4,0.3118,1,16.0
Tier 2,5.51,1,2,1,2,0,2,0,1,36.9,Junior Developer,5.79,2,4,0.2568,7,10.0
Tier 2,7.21,0,0,0,1,1,1,2,2,48.6,Backend Developer,15.86,2,0,0.4934,9,2.5
Tier 2,4.35,0,2,1,2,5,0,0,1,34.3,Junior Developer,3.16,2,4,0.126,1,12.0
Tier 3,7.63,2,1,1,3,2,1,1,1,54.0,Backend Developer,13.95,1,0,0.5661,6,14.5
Tier 1,5.83,2,2,2,3,3,0,1,0,50.0,Junior Developer,5.15,3,4,0.3634,2,17.5
Tier 3,7.45,1,2,0,1,0,2,0,2,57.6,Data Scientist,14.67,1,2,0.5686,8,8.5
Tier 2,8.36,0,1,0,1,0,1,1,0,57.7,ML Engineer,17.38,2,5,0.6602,5,3.5
Tier 3,8.45,1,0,2,0,0,1,2,0,55.1,Data Scientist,11.37,1,2,0.6544,7,3.0
Tier 2,6.14,0,1,0,3,1,2,2,1,46.7,Software Engineer,10.23,2,6,0.3756,11,7.5
Tier 2,6.23,3,4,3,2,1,1,1,1,44.9,Software Engineer,10.11,2,6,0.3744,6,21.0
Tier 2,7.15,0,2,3,1,1,0,2,1,52.3,Backend Developer,9.05,2,0,0.5085,5,6.5
Tier 3,6.66,0,2,1,1,3,2,1,0,49.8,Backend Developer,9.62,1,0,0.4452,8,8.5
Tier 1,8.09,0,0,0,1,1,3,0,0,74.0,Data Scientist,24.09,3,2,0.7259,9,2.5
Tier 2,5.61,0,0,3,3,3,0,0,2,33.3,Junior Developer,4.62,2,4,0.2463,2,7.5
Tier 1,7.15,1,2,2,1,2,0,1,2,43.1,Data Analyst,9.9,3,1,0.4561,4,10.5
Tier 3,6.48,2,1,1,2,3,0,1,0,39.6,Software Engineer,6.81,1,6,0.3692,2,14.0
Tier 2,8.0,2,1,1,0,2,0,1,2,64.6,Backend Developer,10.97,2,0,0.6634,4,10.0
Tier 1,8.12,0,3,1,0,1,0,2,2,43.0,Web Developer,9.93,3,7,0.5525,6,7.0
Tier 3,4.58,0,4,0,3,2,0,1,0,30.9,Junior Developer,3.33,1,4,0.1297,2,14.5
Tier 2,6.83,1,2,1,0,3,0,0,2,43.4,DevOps Engineer,6.05,2,3,0.4258,2,10.0
Tier 2,8.46,0,3,1,1,0,0,4,2,61.2,Backend Developer,10.49,2,0,0.6901,10,7.5
Tier 3,7.76,0,2,1,1,1,1,1,2,61.3,Software Engineer,12.42,1,6,0.6207,7,6.5
Tier 3,6.5,1,5,1,2,2,1,2,0,50.9,Backend Developer,9.64,1,0,0.4355,7,18.0
Tier 3,8.79,1,3,0,3,1,1,2,1,64.4,Backend Developer,18.02,1,0,0.7413,8,14.5
Tier 2,6.75,3,3,1,2,2,0,2,1,56.1,DevOps Engineer,8.22,2,3,0.4901,5,20.0
Tier 3,5.49,1,1,0,1,3,1,1,2,51.5,Junior Developer,3.67,1,4,0.3379,7,9.5
Tier 2,7.1,0,2,0,0,0,1,0,0,56.8,Data Scientist,13.41,2,2,0.5291,3,4.0
Tier 3,8.47,1,2,0,3,4,3,1,2,68.5,ML Engineer,22.45,1,5,0.7326,13,15.5
Tier 1,8.07,1,1,0,0,4,1,1,1,51.5,Web Developer,14.88,3,7,0.5959,6,9.0
Tier 1,8.34,1,2,1,1,0,0,4,2,40.2,Backend Developer,10.19,3,0,0.5586,10,8.5
Tier 3,4.84,1,3,0,1,0,1,0,0,52.6,Junior Developer,4.79,1,4,0.2792,3,10.5
Tier 3,7.74,3,1,0,0,1,1,3,1,70.1,Backend Developer,15.8,1,0,0.6687,10,12.0
Tier 2,8.72,0,0,0,3,0,2,2,0,65.0,ML Engineer,23.87,2,5,0.7377,10,4.5
Tier 2,6.57,0,3,1,0,1,0,0,2,47.5,Data Analyst,6.06,2,1,0.4231,2,7.0
Tier 1,7.86,2,1,1,2,3,1,0,0,65.4,Data Scientist,15.86,3,2,0.654,3,14.0
Tier 3,4.0,0,3,1,1,1,0,1,2,33.8,Junior Developer,3.56,1,4,0.0882,4,8.5
Tier 2,8.64,0,2,0,1,2,1,1,0,63.7,DevOps Engineer,19.84,2,3,0.7223,5,7.5
Tier 3,8.33,2,3,0,2,2,1,2,2,53.7,Software Engineer,17.43,1,6,0.6344,9,17.0
Tier 2,7.39,0,3,3,0,0,0,1,1,56.0,DevOps Engineer,8.32,2,3,0.5535,3,6.0
Tier 3,5.83,2,0,1,2,3,0,1,1,37.9,Junior Developer,4.73,1,4,0.2945,3,12.0
Tier 2,5.99,3,0,0,3,1,2,1,1,44.5,Web Developer,6.05,2,7,0.3481,9,14.5
Tier 2,7.62,1,1,0,0,2,1,0,0,60.5,Data Scientist,16.07,2,2,0.6021,3,7.0
Tier 1,8.3,1,0,1,4,2,1,1,0,62.0,Backend Developer,17.74,3,0,0.6786,5,11.0
Tier 3,7.33,0,4,0,0,0,1,1,2,52.5,Backend Developer,13.07,1,0,0.5276,7,8.0
Tier 1,6.89,0,6,1,0,4,1,2,0,57.2,DevOps Engineer,9.97,3,3,0.5103,7,16.0
Tier 3,6.36,0,5,1,3,0,1,1,0,52.0,Software Engineer,10.0,1,6,0.4277,5,14.5
Tier 3,8.88,2,1,0,0,3,0,1,1,49.2,Backend Developer,10.11,1,0,0.6638,3,11.0
Tier 3,8.27,1,2,0,1,3,1,2,0,64.4,Data Scientist,15.93,1,2,0.6893,7,11.5
Tier 2,6.44,1,4,0,1,2,0,0,4,39.0,Data Analyst,6.23,2,1,0.3618,4,14.5
Tier 3,6.91,3,1,2,1,2,2,1,2,56.9,Web Developer,9.7,1,7,0.5106,10,14.5
Tier 3,9.17,0,1,1,1,2,0,1,1,56.5,DevOps Engineer,9.99,1,3,0.7344,3,5.5
Tier 3,6.57,2,1,2,2,2,0,1,1,45.7,Junior Developer,7.14,1,4,0.4129,3,13.0
Tier 2,4.65,1,0,0,1,2,0,0,1,34.8,Junior Developer,3.92,2,4,0.1589,1,6.5
Tier 3,5.51,1,1,0,0,2,0,1,1,47.8,Junior Developer,5.0,1,4,0.3189,3,7.0
Tier 2,5.94,0,3,1,4,1,2,0,0,58.3,Junior Developer,6.35,2,4,0.4216,6,13.0
Tier 3,6.57,2,1,1,1,1,2,2,0,45.9,Software Engineer,9.92,1,6,0.414,10,10.5
Tier 3,7.44,1,2,1,3,2,1,0,0,57.3,Data Scientist,12.45,1,2,0.5659,3,13.5
Tier 2,9.17,0,1,0,1,0,1,1,1,69.0,DevOps Engineer,19.85,2,3,0.8055,6,3.5
Tier 1,5.43,1,2,1,6,3,1,0,0,52.6,Junior Developer,4.7,3,4,0.3382,3,19.0
Tier 3,8.7,1,0,1,2,3,0,0,1,58.7,Backend Developer,6.38,1,0,0.6999,1,9.0
Tier 1,7.26,1,0,0,1,3,0,2,0,48.8,Backend Developer,10.7,3,0,0.4995,4,7.5
