college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 2,6.83,1,2,1,0,3,0,0,2,43.4,DevOps Engineer,6.05,2,3,1.9530276168241774
Tier 2,8.46,0,3,1,1,0,0,4,2,61.2,Backend Developer,10.49,2,0,2.4414770918606643
Tier 3,7.76,0,2,1,1,1,1,1,2,61.3,Software Engineer,12.42,1,6,2.5967461315435356
Tier 3,6.5,1,5,1,2,2,1,2,0,50.9,Backend Developer,9.64,1,0,2.3646204839134985
Tier 3,8.79,1,3,0,3,1,1,2,1,64.4,Backend Developer,18.02,1,0,2.9454910571172443
Tier 2,6.75,3,3,1,2,2,0,2,1,56.1,DevOps Engineer,8.22,2,3,2.2213750375685026
Tier 3,5.49,1,1,0,1,3,1,1,2,51.5,Junior Developer,3.67,1,4,1.541159071680806
Tier 2,7.1,0,2,0,0,0,1,0,0,56.8,Data Scientist,13.41,2,2,2.667922410011431
Tier 3,8.47,1,2,0,3,4,3,1,2,68.5,ML Engineer,22.45,1,5,3.1548704948922883
Tier 1,8.07,1,1,0,0,4,1,1,1,51.5,Web Developer,14.88,3,7,2.7650604558189897
Tier 1,8.34,1,2,1,1,0,0,4,2,40.2,Backend Developer,10.19,3,0,2.4150205223238337
Tier 3,4.84,1,3,0,1,0,1,0,0,52.6,Junior Developer,4.79,1,4,1.7561322915849038
Tier 3,7.74,3,1,0,0,1,1,3,1,70.1,Backend Developer,15.8,1,0,2.8213788864092133
Tier 2,8.72,0,0,0,3,0,2,2,0,65.0,ML Engineer,23.87,2,5,3.2136622578153133
Tier 2,6.57,0,3,1,0,1,0,0,2,47.5,Data Analyst,6.06,2,1,1.9544450515051506
Tier 1,7.86,2,1,1,2,3,1,0,0,65.4,Data Scientist,15.86,3,2,2.8249439525737094
Tier 3,4.0,0,3,1,1,1,0,1,2,33.8,Junior Developer,3.56,1,4,1.5173226235262949
Tier 2,8.64,0,2,0,1,2,1,1,0,63.7,DevOps Engineer,19.84,2,3,3.0368742168851663
Tier 3,8.33,2,3,0,2,2,1,2,2,53.7,Software Engineer,17.43,1,6,2.9139797716817317
Tier 2,7.39,0,3,3,0,0,0,1,1,56.0,DevOps Engineer,8.32,2,3,2.2321626286975
Tier 3,5.83,2,0,1,2,3,0,1,1,37.9,Junior Developer,4.73,1,4,1.7457155307266483
Tier 2,5.99,3,0,0,3,1,2,1,1,44.5,Web Developer,6.05,2,7,1.9530276168241774
Tier 2,7.62,1,1,0,0,2,1,0,0,60.5,Data Scientist,16.07,2,2,2.837322536806349
Tier 1,8.3,1,0,1,4,2,1,1,0,62.0,Backend Developer,17.74,3,0,2.930660276810276
Tier 3,7.33,0,4,0,0,0,1,1,2,52.5,Backend Developer,13.07,1,0,2.644044871126298
Tier 1,6.89,0,6,1,0,4,1,2,0,57.2,DevOps Engineer,9.97,3,3,2.395164274287139
Tier 3,6.36,0,5,1,3,0,1,1,0,52.0,Software Engineer,10.0,1,6,2.3978952727983707
Tier 3,8.88,2,1,0,0,3,0,1,1,49.2,Backend Developer,10.11,1,0,2.4078456036515385
Tier 3,8.27,1,2,0,1,3,1,2,0,64.4,Data Scientist,15.93,1,2,2.829087196145044
Tier 2,6.44,1,4,0,1,2,0,0,4,39.0,Data Analyst,6.23,2,1,1.9782390361706734
Tier 3,6.91,3,1,2,1,2,2,1,2,56.9,Web Developer,9.7,1,7,2.3702437414678603
Tier 3,9.17,0,1,1,1,2,0,1,1,56.5,DevOps Engineer,9.99,1,3,2.39698576841553
Tier 3,6.57,2,1,2,2,2,0,1,1,45.7,Junior Developer,7.14,1,4,2.096790180014449
Tier 2,4.65,1,0,0,1,2,0,0,1,34.8,Junior Developer,3.92,2,4,1.5933085305042167
Tier 3,5.51,1,1,0,0,2,0,1,1,47.8,Junior Developer,5.0,1,4,1.791759469228055
Tier 2,5.94,0,3,1,4,1,2,0,0,58.3,Junior Developer,6.35,2,4,1.9947003132247452
Tier 3,6.57,2,1,1,1,1,2,2,0,45.9,Software Engineer,9.92,1,6,2.390595970316759
Tier 3,7.44,1,2,1,3,2,1,0,0,57.3,Data Scientist,12.45,1,2,2.598979106047848
Tier 2,9.17,0,1,0,1,0,1,1,1,69.0,DevOps Engineer,19.85,2,3,3.0373539482448106
Tier 1,5.43,1,2,1,6,3,1,0,0,52.6,Junior Developer,4.7,3,4,1.7404661748405046
Tier 3,8.7,1,0,1,2,3,0,0,1,58.7,Backend Developer,6.38,1,0,1.998773638612381
Tier 1,7.26,1,0,0,1,3,0,2,0,48.8,Backend Developer,10.7,3,0,2.4595888418037104
Tier 1,8.38,1,1,1,3,3,1,1,2,53.7,Backend Developer,17.92,3,0,2.9402195636237325
Tier 1,6.4,1,1,0,2,1,1,2,2,43.6,Backend Developer,10.45,3,0,2.4379897300002487
Tier 3,7.81,1,3,0,0,3,0,1,1,55.3,DevOps Engineer,9.38,1,3,2.3398808777377424
Tier 2,8.09,3,2,1,3,0,3,1,2,62.1,Data Scientist,23.25,2,2,3.188416617383492
Tier 2,5.87,0,2,2,1,3,0,1,0,43.4,Junior Developer,5.24,2,4,1.8309801823813363
Tier 1,9.47,0,3,0,3,3,1,3,2,70.6,Backend Developer,17.75,3,0,2.9311937524164198
Tier 2,5.39,1,0,0,0,1,1,1,1,39.9,Junior Developer,4.4,2,4,1.6863989535702288
Tier 3,7.43,1,2,1,4,2,0,1,0,61.4,Backend Developer,9.05,1,0,2.307572634505085
Tier 2,7.66,0,2,0,1,2,1,1,0,51.7,Data Scientist,16.21,2,2,2.845490610223448
Tier 3,6.16,0,0,3,3,6,2,0,2,45.9,Junior Developer,8.96,1,4,2.298577071596507
Tier 2,6.67,1,1,2,2,0,0,0,2,49.3,Data Analyst,6.27,2,1,1.9837562915454279
Tier 1,7.64,1,3,0,1,0,1,0,0,52.8,Software Engineer,16.09,3,6,2.8384934971274993
Tier 1,7.55,3,2,0,0,2,0,0,1,35.0,Data Analyst,6.26,3,1,1.9823798288367047
Tier 3,5.34,2,0,2,1,3,1,2,1,37.2,Junior Developer,4.12,1,4,1.6331544390514163
Tier 1,4.22,2,1,1,2,2,1,1,1,39.7,Junior Developer,4.92,3,4,1.7783364488959144
Tier 2,7.95,2,2,0,0,4,0,2,1,50.6,Backend Developer,10.52,2,0,2.444084655267745
Tier 1,6.59,0,2,2,3,1,0,0,1,40.9,DevOps Engineer,6.33,3,3,1.9919755158985601
Tier 3,6.18,1,3,1,1,3,1,1,1,65.2,Backend Developer,9.72,1,0,2.372111155642656
Tier 3,8.46,1,2,0,0,0,1,1,3,72.5,Web Developer,14.85,1,7,2.7631695003232895
Tier 2,8.31,2,5,3,2,1,1,2,0,68.9,Web Developer,15.47,2,7,2.8015405441895487
Tier 3,8.93,1,3,0,0,2,1,1,1,63.7,DevOps Engineer,19.23,1,3,3.007166651179654
Tier 3,6.59,1,0,0,4,2,3,1,1,49.9,DevOps Engineer,9.97,1,3,2.395164274287139
Tier 2,6.95,1,1,0,0,2,1,1,1,33.1,Data Analyst,10.16,2,1,2.412335956953165
Tier 2,8.14,0,3,1,0,2,2,1,3,61.1,Data Scientist,22.04,2,2,3.1372318358276905
Tier 2,7.67,1,2,0,0,0,0,0,1,58.9,Data Analyst,6.67,2,1,2.0373166153791646
Tier 2,6.88,0,2,2,2,4,1,4,0,62.2,Backend Developer,10.37,2,0,2.4309783077624445
Tier 1,7.76,4,1,0,1,1,1,1,0,61.4,Data Scientist,15.33,3,2,2.7930039069823738
Tier 2,5.86,0,2,1,2,1,1,3,0,40.0,Web Developer,6.17,2,7,1.969905654611529
Tier 2,7.16,3,1,1,1,2,0,0,1,57.2,DevOps Engineer,6.33,2,3,1.9919755158985601
Tier 3,4.55,1,3,1,0,1,0,2,2,31.8,Junior Developer,3.62,1,4,1.5303947050936475
Tier 1,8.59,1,3,1,0,2,0,0,2,66.3,Web Developer,6.51,3,7,2.0162354657760435
Tier 2,5.18,2,2,1,1,0,1,2,1,27.9,Junior Developer,4.5,2,4,1.7047480922384253
Tier 2,4.0,1,2,1,2,3,1,2,1,39.7,Junior Developer,4.64,2,4,1.7298840655099674
Tier 3,7.03,1,3,1,3,0,0,2,0,39.9,Backend Developer,8.2,1,0,2.2192034840549946
Tier 2,6.12,2,0,2,1,3,0,2,3,39.8,Junior Developer,7.82,2,4,2.1770218700187
Tier 3,4.6,0,3,2,0,2,1,1,2,30.6,Junior Developer,4.31,1,4,1.6695918352538475
Tier 3,8.27,0,3,0,1,3,1,1,1,56.7,Backend Developer,14.81,1,0,2.7606426512213806
Tier 2,6.09,4,0,2,0,3,2,0,1,49.7,Junior Developer,9.08,2,4,2.3105532626432224
Tier 2,6.46,1,3,1,1,1,2,1,1,60.9,Software Engineer,10.15,2,6,2.411439497906128
Tier 3,8.03,0,2,1,5,1,2,2,1,63.4,ML Engineer,17.52,1,5,2.918851229218033
Tier 2,7.64,1,2,1,4,1,0,4,0,44.9,Backend Developer,10.42,2,0,2.435366204227864
Tier 3,8.0,1,0,2,0,0,0,2,2,55.4,Backend Developer,7.44,1,0,2.132982308607866
Tier 2,6.73,1,3,1,1,5,0,0,1,37.7,Junior Developer,7.12,2,4,2.0943301541735866
Tier 3,6.18,0,0,0,4,2,0,0,3,32.9,Data Analyst,6.37,1,1,1.9974177062012453
Tier 2,7.04,1,2,1,2,3,0,0,2,46.2,Data Analyst,6.61,2,1,2.0294631718735947
Tier 2,7.45,0,1,3,2,4,1,3,1,59.0,DevOps Engineer,16.05,2,3,2.8361502037295256
Tier 2,4.0,1,2,0,0,2,0,1,2,31.5,Junior Developer,3.98,2,4,1.6054298910365616
Tier 2,9.71,1,1,0,2,2,0,2,1,64.0,Software Engineer,10.64,2,6,2.454447442303292
Tier 2,7.71,0,2,0,0,0,0,3,0,52.9,Software Engineer,10.47,2,6,2.4397349311412793
Tier 3,10.0,3,0,1,3,1,2,3,1,77.5,DevOps Engineer,19.84,1,3,3.0368742168851663
Tier 1,7.07,1,3,2,1,4,1,2,0,44.0,Backend Developer,16.29,3,0,2.850128299695199
Tier 2,7.95,1,2,1,3,0,1,2,1,62.2,Backend Developer,16.51,2,0,2.8627721462977607
Tier 2,6.39,1,0,1,0,1,0,1,1,48.0,Backend Developer,7.34,2,0,2.1210632163706555
Tier 1,8.19,0,3,0,2,0,0,1,0,66.7,Backend Developer,10.36,3,0,2.4300984132930052
Tier 3,6.51,1,4,1,1,2,1,0,0,49.7,Junior Developer,9.35,1,4,2.336986519711378
Tier 2,8.42,2,1,0,0,2,2,1,1,81.1,Data Scientist,23.89,2,2,3.2144661163795005
Tier 3,8.2,2,2,0,3,3,1,3,2,73.9,Backend Developer,18.15,1,0,2.952302715626655
Tier 3,8.33,0,1,1,1,4,0,5,0,65.9,Backend Developer,10.69,1,0,2.458733775483977
Tier 2,7.06,2,1,0,2,2,1,3,1,53.1,Software Engineer,15.85,2,6,2.8243506567983707
Tier 3,4.89,0,2,2,2,1,0,1,0,29.2,Junior Developer,3.79,1,4,1.5665304114228238
Tier 2,7.98,1,1,0,2,2,1,2,2,48.4,DevOps Engineer,16.36,2,3,2.854168709232204
Tier 1,9.2,3,1,0,0,3,0,0,2,48.6,Backend Developer,6.8,3,0,2.0541237336955462
Tier 2,6.41,1,2,4,2,1,2,1,2,57.8,Junior Developer,8.81,2,4,2.2834022735772717
Tier 3,6.34,0,1,0,3,2,2,2,0,49.2,Software Engineer,10.3,1,6,2.424802725718295
Tier 3,6.9,0,6,2,3,2,2,1,2,55.8,Web Developer,10.11,1,7,2.4078456036515385
Tier 1,6.82,1,3,0,1,4,2,1,1,50.5,Software Engineer,9.99,3,6,2.39698576841553
Tier 1,6.38,1,4,2,2,3,1,0,1,59.5,Backend Developer,9.61,3,0,2.3617969526258915
Tier 1,6.72,1,0,0,1,0,1,1,1,43.7,Backend Developer,10.31,3,0,2.425687290128029
Tier 2,6.08,1,5,0,3,2,1,1,2,47.2,Data Analyst,9.75,2,1,2.3749057545736716
Tier 3,8.08,3,0,1,0,1,1,1,0,67.0,Backend Developer,13.38,1,0,2.6658383522929006
Tier 3,6.32,1,1,0,1,4,1,3,1,49.4,Backend Developer,10.44,1,0,2.437115985951652
Tier 2,6.19,1,6,2,1,2,0,4,1,41.0,Backend Developer,7.52,2,0,2.1424163408412245
Tier 2,5.58,0,4,0,2,2,1,0,0,42.9,Junior Developer,6.36,2,4,1.9960599327407849
Tier 2,6.26,0,2,0,1,0,2,1,2,49.4,Junior Developer,9.0,2,4,2.302585092994046
Tier 2,5.8,3,1,1,4,1,0,1,2,36.2,Junior Developer,4.95,2,4,1.7833912195575383
Tier 2,7.28,2,1,0,2,3,2,0,0,65.8,Data Scientist,16.38,2,2,2.8553201198372458
Tier 1,8.09,4,1,0,0,4,1,2,3,63.3,DevOps Engineer,19.2,3,3,3.005682604407159
Tier 2,7.49,2,2,1,0,3,0,0,1,54.6,Junior Developer,6.65,2,4,2.0347056478384444
Tier 1,7.09,1,1,0,1,0,1,0,1,68.7,Data Analyst,13.74,3,1,2.6905648867611904
Tier 3,7.53,1,1,1,0,0,2,0,1,50.8,Backend Developer,12.53,1,0,2.604909442182697
Tier 3,6.01,0,4,0,1,2,0,0,2,38.0,Data Analyst,6.31,1,1,1.9892432737616872
Tier 2,8.33,2,2,1,1,0,0,3,1,47.4,Backend Developer,10.41,2,0,2.4344901638739844
Tier 2,6.42,1,0,0,1,1,0,2,1,48.7,Backend Developer,8.16,2,0,2.214846178686039
Tier 2,7.19,1,3,0,2,3,2,1,0,57.4,Data Scientist,16.08,2,2,2.837908188360424
Tier 2,8.15,0,1,0,1,3,0,1,2,65.6,Data Analyst,10.84,2,1,2.4714836294558595
Tier 3,7.54,1,3,0,2,3,2,1,2,64.5,Data Scientist,16.22,1,2,2.8460714989995846
Tier 2,6.77,0,3,1,1,2,1,1,3,48.5,Web Developer,9.39,2,7,2.340843805111136
Tier 2,6.12,1,1,4,3,1,0,1,2,47.2,Data Analyst,7.82,2,1,2.1770218700187
Tier 3,8.83,1,4,0,3,1,0,1,2,63.1,Backend Developer,10.19,1,0,2.4150205223238337
Tier 1,6.96,1,1,0,0,1,0,1,0,34.0,Web Developer,8.22,3,7,2.2213750375685026
Tier 2,7.41,2,3,2,1,3,1,1,3,58.0,Junior Developer,9.49,2,4,2.3504224224082058
Tier 1,6.55,0,0,1,0,1,1,1,0,40.1,Software Engineer,9.84,3,6,2.3832429960115
Tier 3,5.61,0,2,1,2,4,2,0,2,48.5,Junior Developer,6.06,1,4,1.9544450515051506
Tier 2,5.73,0,0,1,0,3,0,1,0,40.8,Web Developer,4.33,2,7,1.673351238177753
Tier 3,6.98,1,0,2,1,5,0,1,0,50.6,Backend Developer,5.93,1,0,1.9358598132018119
Tier 3,6.97,2,2,0,3,1,1,1,2,55.1,Web Developer,10.03,1,7,2.400618833265411
Tier 1,6.67,1,3,0,2,1,0,1,1,47.4,Backend Developer,7.95,3,0,2.191653532286764
Tier 2,7.01,1,4,0,2,2,2,2,0,56.5,Software Engineer,15.83,2,6,2.8231630082027146
Tier 3,8.72,2,1,0,4,2,3,2,0,74.9,ML Engineer,24.52,1,5,3.239462458476589
Tier 2,6.08,0,4,3,1,2,1,3,0,48.0,Backend Developer,9.79,2,0,2.378619779270043
Tier 3,6.44,1,3,2,2,3,2,1,1,51.6,Junior Developer,8.7,1,4,2.272125885509337
Tier 2,7.12,0,4,1,4,2,1,2,1,60.7,Backend Developer,15.92,2,0,2.8284963541780774
Tier 2,7.4,0,3,0,1,6,2,1,2,53.9,Data Scientist,15.57,2,2,2.8075938314384716
Tier 1,10.0,2,2,1,1,1,0,0,1,72.7,Backend Developer,5.89,3,0,1.9300710850255671
Tier 2,8.1,2,0,2,1,2,0,2,3,66.1,DevOps Engineer,10.9,2,3,2.4765384001174837
Tier 2,7.59,2,5,0,1,4,1,2,2,67.9,DevOps Engineer,15.84,2,3,2.8237570088141806
Tier 2,7.41,1,0,1,3,3,0,2,0,60.9,Backend Developer,10.24,2,0,2.419478844465545
Tier 3,8.02,1,1,1,1,1,1,2,2,65.9,Web Developer,14.42,1,7,2.7356653681351832
Tier 1,7.25,1,1,2,3,2,1,0,0,48.1,Data Scientist,16.34,3,2,2.853015971352396
Tier 1,6.85,0,2,1,2,1,1,2,1,47.7,Software Engineer,10.08,3,6,2.405141681319138
Tier 3,8.07,0,2,0,1,0,0,1,3,53.4,Data Analyst,8.66,1,1,2.2679936482244267
Tier 3,6.68,1,2,1,2,5,1,0,0,53.0,Software Engineer,10.24,1,6,2.419478844465545
Tier 2,6.63,1,2,1,3,4,1,1,1,57.7,DevOps Engineer,10.39,2,3,2.432735777459091
Tier 2,7.65,4,5,0,0,2,0,0,2,57.0,Data Analyst,6.52,2,1,2.017566137961748
Tier 3,6.74,1,1,0,1,4,0,2,1,53.1,Web Developer,7.83,1,7,2.178155014615869
Tier 3,5.67,0,0,0,3,1,1,0,2,44.7,Junior Developer,6.03,1,4,1.9501867058225735
Tier 2,9.15,3,5,1,0,0,2,2,2,80.1,Data Scientist,24.23,2,2,3.2280337626529665
Tier 2,7.19,0,1,1,0,4,0,1,0,57.3,Backend Developer,9.08,2,0,2.3105532626432224
Tier 3,7.51,2,1,1,1,0,1,1,2,58.3,DevOps Engineer,12.73,1,3,2.6195832197798796
Tier 3,5.95,0,6,0,2,1,0,4,0,36.3,Web Developer,5.03,1,7,1.7967470107390942
Tier 2,8.72,0,1,2,1,2,0,1,1,62.6,Data Analyst,10.37,2,1,2.4309783077624445
Tier 2,6.5,0,2,1,3,4,2,3,0,64.5,Software Engineer,9.52,2,6,2.3532782073095637
Tier 1,8.35,0,1,0,1,3,2,1,2,62.1,Data Scientist,24.15,3,2,3.224857896545748
Tier 1,6.19,1,1,0,1,0,0,1,0,46.5,Software Engineer,8.39,3,6,2.2396452932201716
Tier 3,4.12,2,2,2,3,5,1,0,2,42.4,Junior Developer,4.49,1,4,1.7029282555214393
Tier 2,8.46,1,2,2,1,1,0,1,0,49.3,DevOps Engineer,10.34,2,3,2.428336298299606
Tier 2,6.72,1,1,2,1,2,2,0,0,61.0,Software Engineer,10.31,2,6,2.425687290128029
Tier 2,7.0,0,2,0,3,5,0,3,1,59.3,DevOps Engineer,10.87,2,3,2.4740142086215764
Tier 3,5.71,3,0,2,2,1,0,1,1,43.2,Junior Developer,4.55,1,4,1.713797927758343
Tier 2,8.2,0,0,1,0,6,1,2,2,62.8,DevOps Engineer,20.06,2,3,3.0473755067058295
Tier 2,7.72,1,1,1,6,4,0,4,0,51.1,Web Developer,10.3,2,7,2.424802725718295
Tier 1,9.06,3,1,1,2,2,3,1,2,63.7,DevOps Engineer,20.08,3,3,3.0483247236731614
Tier 3,6.57,0,1,1,1,3,1,1,2,42.7,Junior Developer,9.19,1,4,2.321406847234633
Tier 3,10.0,1,2,0,1,2,2,2,2,68.5,ML Engineer,24.15,1,5,3.224857896545748
Tier 3,7.17,1,1,1,0,3,1,3,1,56.8,Backend Developer,14.4,1,0,2.7343675094195836
Tier 3,5.68,0,2,0,1,1,1,1,2,44.6,Junior Developer,5.82,1,4,1.9198594718553708
Tier 2,6.33,1,2,1,1,1,0,2,2,35.1,Software Engineer,8.04,2,6,2.201659174404085
Tier 1,7.12,1,1,1,1,1,2,1,2,57.3,Junior Developer,8.73,3,4,2.2752138961979136
Tier 2,8.21,1,4,0,2,2,1,1,1,55.6,Backend Developer,17.61,2,0,2.9236990706541595
Tier 3,6.91,2,1,0,1,0,0,1,1,55.7,Web Developer,8.16,1,7,2.214846178686039
Tier 1,7.44,0,3,1,1,1,1,0,4,55.8,Data Analyst,12.86,3,1,2.6290069937617573
Tier 3,6.86,1,3,0,0,2,0,0,1,51.5,DevOps Engineer,6.26,1,3,1.9823798288367047
Tier 2,7.51,2,0,1,2,2,2,2,1,67.4,Backend Developer,15.85,2,0,2.8243506567983707
Tier 1,6.56,0,0,0,1,2,0,2,1,42.6,Backend Developer,8.12,3,0,2.21046980408624
Tier 3,6.52,2,1,0,1,1,1,0,0,52.3,Junior Developer,8.46,1,4,2.247072383063787
Tier 3,8.77,0,1,0,1,4,0,1,1,67.5,Web Developer,10.1,1,7,2.4069451083182885
Tier 3,7.34,1,2,1,1,3,1,0,0,58.2,Data Scientist,11.42,1,2,2.519308076505333
Tier 3,8.17,1,2,0,1,1,1,2,1,62.3,Backend Developer,15.79,1,0,2.8207834710894493
Tier 3,5.95,1,1,1,2,2,1,2,1,45.8,Junior Developer,5.84,1,4,1.922787731634459
Tier 2,6.42,0,1,1,1,1,0,2,3,43.8,Backend Developer,7.63,2,0,2.1552445050953364
Tier 3,5.57,1,0,0,3,0,1,2,0,43.7,Junior Developer,5.8,1,4,1.916922612182061
Tier 1,7.67,3,2,1,2,5,1,2,1,58.1,Backend Developer,16.35,3,0,2.8535925063928684
Tier 2,6.61,0,1,3,0,5,0,1,0,45.0,Backend Developer,6.93,2,0,2.0706530356467567
Tier 2,6.23,0,4,1,1,1,1,2,2,41.8,Backend Developer,10.38,2,0,2.431857428698185
Tier 2,6.67,1,1,1,0,4,2,2,0,46.4,Backend Developer,9.96,2,0,2.3942522815198695
Tier 2,7.55,1,0,1,2,0,1,2,0,64.1,Backend Developer,15.89,2,0,2.826721730819709
Tier 2,7.19,0,0,0,1,4,0,0,2,43.9,Data Analyst,6.93,2,1,2.0706530356467567
Tier 2,5.82,1,2,0,3,0,1,1,2,32.8,Junior Developer,6.22,2,4,1.9768549529047348
Tier 3,7.0,0,0,2,1,1,1,0,0,44.8,Data Scientist,6.51,1,2,2.0162354657760435
Tier 1,6.87,1,1,1,2,2,0,1,0,50.1,Web Developer,8.02,3,7,2.199444334074532
Tier 2,7.78,0,1,0,3,1,1,0,1,68.9,Data Scientist,15.96,2,2,2.830857630363757
Tier 2,4.26,1,3,0,1,2,1,1,2,32.2,Junior Developer,5.03,2,4,1.7967470107390942
Tier 3,7.21,1,2,0,0,3,1,4,0,54.6,Backend Developer,16.0,1,0,2.833213344056216
Tier 2,4.38,1,1,0,1,2,0,1,0,31.7,Junior Developer,3.52,2,4,1.5085119938441398
Tier 3,8.5,0,0,0,4,2,0,1,0,61.1,DevOps Engineer,8.83,1,3,2.285438934159075
Tier 2,7.01,0,2,0,2,3,1,0,0,40.9,Data Scientist,14.71,2,2,2.75429745226753
Tier 2,6.49,1,0,1,0,1,2,0,1,59.5,Software Engineer,10.06,2,6,2.403334996094189
Tier 2,6.3,2,3,1,3,3,1,1,2,38.4,Software Engineer,10.21,2,6,2.4168062370840686
Tier 2,9.17,2,1,0,0,2,1,2,2,70.2,DevOps Engineer,19.63,2,3,3.0267463270831603
Tier 2,7.84,1,1,1,5,4,0,1,0,53.7,Backend Developer,10.37,2,0,2.4309783077624445
Tier 2,7.96,1,2,0,3,0,1,1,1,56.7,Backend Developer,15.73,2,0,2.8172035149987327
Tier 1,8.26,1,1,0,2,1,2,1,3,70.9,DevOps Engineer,20.24,3,3,3.055886196373738
Tier 3,7.63,0,1,0,0,3,0,3,2,45.5,Backend Developer,10.18,1,0,2.414126467726953
Tier 3,6.53,0,3,0,1,1,1,2,0,51.6,Backend Developer,10.13,1,0,2.4096441652874536
Tier 2,7.75,0,2,0,1,3,2,1,0,65.4,Backend Developer,16.07,2,0,2.837322536806349
Tier 1,7.02,1,1,0,2,0,1,3,1,44.2,DevOps Engineer,15.57,3,3,2.8075938314384716
Tier 1,5.28,1,0,0,0,1,3,1,0,58.3,Junior Developer,4.63,3,4,1.728109442151599
Tier 2,5.92,0,3,1,0,4,1,1,1,52.0,Junior Developer,5.7,2,4,1.9021075263969205
Tier 1,5.99,1,2,0,1,3,0,2,1,51.2,Junior Developer,4.66,3,4,1.7334238922150915
Tier 3,5.69,0,0,0,2,2,1,1,1,56.2,Junior Developer,5.74,1,4,1.9080599249242156
Tier 3,8.21,1,1,0,0,2,3,2,1,62.6,ML Engineer,19.74,1,5,3.032064202801381
Tier 1,6.1,0,5,0,2,5,0,2,1,39.9,Backend Developer,8.21,3,0,2.2202898502672155
Tier 2,8.41,3,3,0,1,6,2,1,1,73.1,DevOps Engineer,19.92,2,3,3.040705639196722
Tier 3,4.9,2,4,1,2,5,1,1,1,35.5,Junior Developer,4.59,1,4,1.7209792871670078
Tier 3,6.75,1,1,1,0,2,0,1,0,49.0,Backend Developer,5.86,1,0,1.925707441737794
Tier 3,8.85,1,0,0,4,2,2,1,2,82.6,Software Engineer,20.64,1,6,3.074543453978281
Tier 2,6.54,2,1,0,4,3,2,0,0,66.4,Software Engineer,9.7,2,6,2.3702437414678603
Tier 3,5.5,2,2,0,3,0,2,0,0,48.2,Junior Developer,5.64,1,4,1.8931119634883424
Tier 2,7.83,4,2,2,1,1,0,2,1,55.2,DevOps Engineer,10.57,2,3,2.448415541205585
Tier 1,6.75,1,2,0,3,2,0,1,4,42.3,Web Developer,8.42,3,7,2.2428350885882717
Tier 2,6.14,4,3,0,1,4,0,1,1,34.0,Data Analyst,8.26,2,1,2.225704048658088
Tier 3,6.66,1,1,0,1,1,3,2,0,55.8,Software Engineer,10.19,1,6,2.4150205223238337
Tier 2,5.36,1,0,2,0,2,0,1,0,39.2,Junior Developer,3.12,2,4,1.415853163361435
Tier 3,6.86,2,2,1,1,2,1,1,1,55.5,Web Developer,10.37,1,7,2.4309783077624445
Tier 2,8.83,2,2,0,0,2,0,0,1,62.7,Web Developer,6.79,2,7,2.052840859882657
Tier 2,6.17,0,3,0,1,6,1,1,3,41.2,Backend Developer,9.67,2,0,2.367436065313662
Tier 3,5.61,3,1,1,1,1,0,3,1,29.7,Web Developer,5.13,1,7,1.81319474994812
Tier 3,9.14,2,4,0,2,2,2,2,2,75.2,DevOps Engineer,20.07,1,3,3.0478502278160975
Tier 1,8.28,2,1,0,1,0,2,2,2,64.1,DevOps Engineer,19.41,3,3,3.0160249768217535
Tier 2,7.04,0,2,0,1,3,1,2,1,53.2,Software Engineer,16.35,2,6,2.8535925063928684
Tier 2,8.76,0,3,0,0,3,0,2,2,58.5,DevOps Engineer,10.62,2,3,2.4527277514237653
Tier 2,5.45,4,2,0,1,3,1,0,1,38.9,Junior Developer,4.78,2,4,1.7544036826842861
Tier 2,7.58,3,2,1,1,2,1,2,2,52.9,Data Scientist,16.36,2,2,2.854168709232204
Tier 3,7.67,1,3,0,2,3,2,0,0,66.5,ML Engineer,15.29,1,5,2.790551422613954
Tier 2,5.06,0,3,0,1,1,1,1,0,28.8,Junior Developer,5.22,2,4,1.827769906751088
Tier 1,6.56,1,4,1,1,5,0,4,0,45.3,Backend Developer,7.98,3,0,2.194999882314108
Tier 1,9.64,1,1,0,2,4,0,0,1,67.6,Data Analyst,6.76,3,1,2.048982334195127
Tier 2,7.67,0,0,0,0,2,0,1,1,56.1,Backend Developer,9.66,2,0,2.3664984187376983
Tier 2,6.46,0,0,0,0,0,0,2,3,35.0,Backend Developer,7.97,2,0,2.1938856760707046
Tier 1,8.75,1,1,0,0,2,1,1,0,67.8,Software Engineer,22.82,3,6,3.170525563927154
Tier 2,5.73,2,5,1,3,2,2,1,1,51.6,Junior Developer,5.91,2,4,1.9329696377795786
Tier 3,5.52,0,1,0,2,2,0,0,1,33.6,Junior Developer,4.69,1,4,1.7387102481382397
Tier 1,7.12,1,1,1,2,4,0,1,0,62.0,Backend Developer,10.59,3,0,2.4501426573516603
Tier 3,7.44,2,2,2,1,0,1,0,0,58.2,Data Scientist,10.82,1,2,2.469793011977952
Tier 2,7.91,0,0,1,4,1,1,2,0,62.1,Backend Developer,16.06,2,0,2.836736542063533
Tier 2,8.58,0,1,1,2,3,1,1,2,63.3,Software Engineer,21.93,2,6,3.132446096869813
